2.3916	2.400683e+00	3.170000e-02
2.5945	2.356580e+00	7.010000e-02
2.6203	2.432079e+00	4.140000e-02
2.5411	2.416292e+00	4.350000e-02
2.7181	2.469754e+00	1.900000e-02
2.5193	2.438090e+00	2.280000e-02
2.5609	2.461555e+00	4.450000e-02
2.3345	2.362628e+00	4.260000e-02
2.4116	2.438537e+00	4.220000e-02
2.2623	2.370698e+00	2.320000e-02
2.3948	2.386287e+00	5.790000e-02
2.4484	2.440022e+00	5.820000e-02
2.4259	2.442462e+00	5.920000e-02
2.6213	2.492940e+00	4.490000e-02
2.2914	2.343330e+00	6.210000e-02
2.6104	2.445577e+00	4.480000e-02
2.3385	2.367496e+00	6.830000e-02
2.5648	2.390679e+00	2.100000e-02
2.6135	2.352024e+00	3.560000e-02
2.6049	2.459121e+00	2.430000e-02
2.6817	2.154176e+00	3.310000e-02
2.6182	2.070527e+00	1.370000e-02
2.6256	2.416458e+00	3.020000e-02
2.6093	2.349913e+00	2.640000e-02
2.6435	2.353065e+00	6.200000e-03
2.615	2.401302e+00	2.110000e-02
2.5784	2.386649e+00	2.550000e-02
2.4856	2.485600e+00	1.720000e-02
2.6846	2.399851e+00	2.890000e-02
2.4099	2.427164e+00	5.450000e-02
2.5246	2.378069e+00	3.260000e-02
2.5435	2.352604e+00	2.440000e-02
2.2454	2.346348e+00	1.840000e-02
2.5188	2.432656e+00	2.470000e-02
2.5309	2.379429e+00	6.520000e-02
2.6024	2.408058e+00	4.190000e-02
2.5393	2.376568e+00	4.170000e-02
2.4726	2.423814e+00	5.550000e-02
2.5807	2.421733e+00	5.720000e-02
2.5269	2.360333e+00	4.560000e-02
2.5502	2.399787e+00	2.740000e-02
2.409	2.413921e+00	4.020000e-02
2.4159	2.430185e+00	6.720000e-02
2.3398	2.339800e+00	1.080000e-02
2.5583	2.460476e+00	1.680000e-02
2.3562	2.365712e+00	5.420000e-02
2.2418	2.274731e+00	4.190000e-02
2.4576	2.480714e+00	4.100000e-02
2.5061	2.350600e+00	5.420000e-02
2.7607	2.434920e+00	2.400000e-02
2.5741	2.431364e+00	3.200000e-02
2.6013	2.437483e+00	2.100000e-02
2.5162	2.433198e+00	5.390000e-02
2.5724	2.432327e+00	2.370000e-02
2.5158	2.433925e+00	1.930000e-02
2.2847	2.345457e+00	3.030000e-02
2.3752	2.403678e+00	6.040000e-02
2.6209	2.398297e+00	2.360000e-02
2.5309	2.457644e+00	1.680000e-02
2.4823	2.465968e+00	5.490000e-02
2.4915	2.421714e+00	2.900000e-02
2.5245	2.362248e+00	7.030000e-02
2.538	2.407657e+00	4.190000e-02
2.6157	2.349486e+00	5.720000e-02
2.4465	2.453809e+00	1.580000e-02
2.599	2.335287e+00	3.200000e-02
2.0949	2.306896e+00	2.400000e-02
1.8729	2.139783e+00	3.940000e-02
1.3411	1.800214e+00	8.260000e-02
0.8011	1.430126e+00	6.550000e-02


5.6557	5.658302e+00	3.146000e-01
6.1815	6.140557e+00	4.067000e-01
5.7548	5.718206e+00	3.030000e-01
5.8195	5.795939e+00	4.470000e-02
5.5674	5.523364e+00	3.224000e-01
5.7038	5.688088e+00	2.126000e-01
