1.000000e-11	5.538812e-02	5.596531e-02	-3.623707e+00	2.596024e-02
1.149757e-11	6.367134e-02	6.433505e-02	-3.623479e+00	2.984109e-02
1.321941e-11	7.318902e-02	7.395228e-02	-3.623177e+00	3.429954e-02
1.519911e-11	8.412296e-02	8.500073e-02	-3.622778e+00	3.942025e-02
1.747528e-11	9.668052e-02	9.769007e-02	-3.622250e+00	4.529959e-02
2.009233e-11	1.110977e-01	1.122590e-01	-3.621552e+00	5.204690e-02
2.310130e-11	1.276423e-01	1.289782e-01	-3.620627e+00	5.978571e-02
2.656088e-11	1.466165e-01	1.481537e-01	-3.619402e+00	6.865473e-02
3.053856e-11	1.683596e-01	1.701289e-01	-3.617779e+00	7.880846e-02
3.511192e-11	1.932492e-01	1.952864e-01	-3.615626e+00	9.041702e-02
4.037017e-11	2.217010e-01	2.240479e-01	-3.612768e+00	1.036648e-01
4.641589e-11	2.541655e-01	2.568712e-01	-3.608969e+00	1.187469e-01
5.336699e-11	2.911202e-01	2.942430e-01	-3.603912e+00	1.358630e-01
6.135907e-11	3.330558e-01	3.366654e-01	-3.597168e+00	1.552062e-01
7.054802e-11	3.804523e-01	3.846339e-01	-3.588155e+00	1.769458e-01
8.111308e-11	4.337441e-01	4.386041e-01	-3.576083e+00	2.012006e-01
9.326033e-11	4.932693e-01	4.989446e-01	-3.559876e+00	2.280021e-01
1.072267e-10	5.592043e-01	5.658770e-01	-3.538072e+00	2.572431e-01
1.232847e-10	6.314857e-01	6.394068e-01	-3.508702e+00	2.886137e-01
1.417474e-10	7.097295e-01	7.192566e-01	-3.469147e+00	3.215284e-01
1.629751e-10	7.931697e-01	8.048237e-01	-3.416009e+00	3.550569e-01
1.873817e-10	8.806485e-01	8.951958e-01	-3.345045e+00	3.878812e-01
2.154435e-10	9.706974e-01	9.892583e-01	-3.251240e+00	4.183129e-01
2.477076e-10	1.061740e+00	1.085920e+00	-3.129131e+00	4.444049e-01
2.848036e-10	1.152420e+00	1.184444e+00	-2.973476e+00	4.641764e-01
3.274549e-10	1.241987e+00	1.284819e+00	-2.780267e+00	4.759279e-01
3.764936e-10	1.330651e+00	1.388071e+00	-2.547970e+00	4.785707e-01
4.328761e-10	1.419761e+00	1.496404e+00	-2.278672e+00	4.718619e-01
4.977024e-10	1.511715e+00	1.613111e+00	-1.978705e+00	4.564563e-01
5.722368e-10	1.609627e+00	1.742288e+00	-1.658388e+00	4.337559e-01
6.579332e-10	1.716793e+00	1.888440e+00	-1.330755e+00	4.056171e-01
7.564633e-10	1.836095e+00	2.056075e+00	-1.009555e+00	3.740217e-01
8.697490e-10	1.969413e+00	2.249363e+00	-7.071317e-01	3.408048e-01
1.000000e-09	2.117092e+00	2.471879e+00	-4.327934e-01	3.074858e-01
1.149757e-09	2.277465e+00	2.726427e+00	-1.920711e-01	2.752046e-01
1.321941e-09	2.446461e+00	3.014927e+00	1.314515e-02	2.447335e-01
1.519911e-09	2.617360e+00	3.338405e+00	1.838724e-01	2.165327e-01
1.747528e-09	2.780849e+00	3.697137e+00	3.230655e-01	1.908209e-01
2.009233e-09	2.925548e+00	4.091039e+00	4.347011e-01	1.676437e-01
2.310130e-09	3.039162e+00	4.520376e+00	5.230666e-01	1.469310e-01
2.656088e-09	3.110226e+00	4.986778e+00	5.922904e-01	1.285419e-01
3.053856e-09	3.130121e+00	5.494405e+00	6.460804e-01	1.122969e-01
3.511192e-09	3.094811e+00	6.050988e+00	6.876148e-01	9.800008e-02
4.037017e-09	3.005687e+00	6.668454e+00	7.195303e-01	8.545385e-02
4.641589e-09	2.869217e+00	7.362970e+00	7.439630e-01	7.446772e-02
5.336699e-09	2.695524e+00	8.154487e+00	7.626139e-01	6.486349e-02
6.135907e-09	2.496439e+00	9.066065e+00	7.768202e-01	5.647780e-02
7.054802e-09	2.283644e+00	1.012327e+01	7.876230e-01	4.916293e-02
8.111308e-09	2.067329e+00	1.135390e+01	7.958274e-01	4.278671e-02
9.326033e-09	1.855498e+00	1.278808e+01	8.020524e-01	3.723167e-02
1.072267e-08	1.653840e+00	1.445868e+01	8.067721e-01	3.239405e-02
1.232847e-08	1.465957e+00	1.640208e+01	8.103485e-01	2.818249e-02
1.417474e-08	1.293761e+00	1.865895e+01	8.130574e-01	2.451682e-02
1.629751e-08	1.137912e+00	2.127534e+01	8.151087e-01	2.132686e-02
1.873817e-08	9.981997e-01	2.430370e+01	8.166616e-01	1.855123e-02
2.154435e-08	8.738640e-01	2.780408e+01	8.178369e-01	1.613638e-02
2.477076e-08	7.638242e-01	3.184543e+01	8.187264e-01	1.403556e-02
2.848036e-08	6.668458e-01	3.650704e+01	8.193995e-01	1.220805e-02
3.274549e-08	5.816515e-01	4.188014e+01	8.199088e-01	1.061836e-02
3.764936e-08	5.069906e-01	4.806975e+01	8.202941e-01	9.235578e-03
4.328761e-08	4.416810e-01	5.519674e+01	8.205856e-01	8.032815e-03
4.977024e-08	3.846309e-01	6.340022e+01	8.208062e-01	6.986652e-03
5.722368e-08	3.348484e-01	7.284027e+01	8.209730e-01	6.076711e-03
6.579332e-08	2.914424e-01	8.370106e+01	8.210992e-01	5.285265e-03
7.564633e-08	2.536190e-01	9.619448e+01	8.211947e-01	4.596888e-03
8.697490e-08	2.206752e-01	1.105642e+02	8.212670e-01	3.998161e-03
1.000000e-07	1.919916e-01	1.270906e+02	8.213216e-01	3.477411e-03
1.149757e-07	1.670237e-01	1.460960e+02	8.213630e-01	3.024484e-03
1.321941e-07	1.452944e-01	1.679512e+02	8.213942e-01	2.630549e-03
1.519911e-07	1.263867e-01	1.930824e+02	8.214179e-01	2.287921e-03
1.747528e-07	1.099358e-01	2.219798e+02	8.214358e-01	1.989920e-03
2.009233e-07	9.562394e-02	2.552072e+02	8.214493e-01	1.730733e-03
2.310130e-07	8.317366e-02	2.934127e+02	8.214596e-01	1.505304e-03
2.656088e-07	7.234339e-02	3.373414e+02	8.214673e-01	1.309238e-03
3.053856e-07	6.292269e-02	3.878504e+02	8.214732e-01	1.138709e-03
3.511192e-07	5.472832e-02	4.459247e+02	8.214776e-01	9.903910e-04
4.037017e-07	4.760081e-02	5.126973e+02	8.214809e-01	8.613918e-04
4.641589e-07	4.140135e-02	5.894705e+02	8.214835e-01	7.491948e-04
5.336699e-07	3.600918e-02	6.777420e+02	8.214854e-01	6.516116e-04
6.135907e-07	3.131921e-02	7.792334e+02	8.214869e-01	5.667386e-04
7.054802e-07	2.724002e-02	8.959246e+02	8.214880e-01	4.929203e-04
8.111308e-07	2.369209e-02	1.030092e+03	8.214888e-01	4.287170e-04
9.326033e-07	2.060624e-02	1.184352e+03	8.214894e-01	3.728762e-04
1.072267e-06	1.792231e-02	1.361714e+03	8.214899e-01	3.243087e-04
1.232847e-06	1.558794e-02	1.565637e+03	8.214902e-01	2.820672e-04
1.417474e-06	1.355762e-02	1.800100e+03	8.214905e-01	2.453277e-04
1.629751e-06	1.179174e-02	2.069676e+03	8.214907e-01	2.133735e-04
1.873817e-06	1.025586e-02	2.379623e+03	8.214909e-01	1.855814e-04
2.154435e-06	8.920032e-03	2.735987e+03	8.214910e-01	1.614092e-04
2.477076e-06	7.758193e-03	3.145719e+03	8.214911e-01	1.403855e-04
2.848036e-06	6.747683e-03	3.616811e+03	8.214912e-01	1.221002e-04
3.274549e-06	5.868792e-03	4.158453e+03	8.214912e-01	1.061965e-04
3.764936e-06	5.104377e-03	4.781209e+03	8.214912e-01	9.236430e-05
4.328761e-06	4.439528e-03	5.497228e+03	8.214913e-01	8.033376e-05
4.977024e-06	3.861275e-03	6.320476e+03	8.214913e-01	6.987020e-05
5.722368e-06	3.358341e-03	7.267010e+03	8.214913e-01	6.076954e-05
6.579332e-06	2.920914e-03	8.355296e+03	8.214913e-01	5.285425e-05
7.564633e-06	2.540462e-03	9.606559e+03	8.214913e-01	4.596993e-05
8.697490e-06	2.209564e-03	1.104521e+04	8.214913e-01	3.998230e-05
1.000000e-05	1.921766e-03	1.269931e+04	8.214913e-01	3.477457e-05
