1.066930e+00	1.000000e+00	2.319790e-51
1.185387e+00	0.000000e+00	2.442844e-50
1.316997e+00	0.000000e+00	3.250912e-49
1.463219e+00	1.000000e+00	5.575523e-48
1.625675e+00	0.000000e+00	1.257589e-46
1.806169e+00	0.000000e+00	3.808370e-45
2.006702e+00	0.000000e+00	1.580761e-43
2.229500e+00	0.000000e+00	9.176362e-42
2.477034e+00	1.000000e+00	7.592110e-40
2.752051e+00	0.000000e+00	9.103270e-38
3.057602e+00	0.000000e+00	1.602994e-35
3.397078e+00	0.000000e+00	4.179440e-33
3.774244e+00	0.000000e+00	1.615070e-30
4.193286e+00	1.000000e+00	9.168580e-28
4.658853e+00	0.000000e+00	7.478667e-25
5.176111e+00	0.000000e+00	8.422866e-22
5.750798e+00	1.000000e+00	1.229816e-18
6.389290e+00	1.000000e+00	2.120787e-15
7.098672e+00	0.000000e+00	3.784858e-12
7.886815e+00	0.000000e+00	5.826629e-09
8.762462e+00	4.000000e+00	6.050858e-06
9.735330e+00	1.000000e+00	3.056690e-03
1.081621e+01	2.000000e+00	4.887939e-01
1.201710e+01	1.400000e+01	1.414290e+01
1.335132e+01	3.600000e+01	3.594907e+01
1.483368e+01	3.000000e+00	3.174697e+00
1.648061e+01	1.000000e+00	2.978818e-03
1.831040e+01	3.000000e+00	6.582928e-09
2.034334e+01	1.000000e+00	5.080380e-18


1.083244e-02	0.000000e+00	6.082684e-03
1.263590e-02	0.000000e+00	6.226022e-03
1.473961e-02	0.000000e+00	6.397378e-03
1.719357e-02	0.000000e+00	6.603060e-03
2.005608e-02	0.000000e+00	6.851117e-03
2.339516e-02	0.000000e+00	7.151932e-03
2.729015e-02	0.000000e+00	7.519072e-03
3.183361e-02	0.000000e+00	7.970517e-03
3.713350e-02	0.000000e+00	8.530461e-03
4.331576e-02	0.000000e+00	9.232022e-03
5.052727e-02	0.000000e+00	1.012137e-02
5.893942e-02	0.000000e+00	1.126421e-02
6.875208e-02	0.000000e+00	1.275614e-02
8.019842e-02	0.000000e+00	1.473969e-02
