1.050609e+01	1.000000e+00	1.004398e-08
1.091516e+01	0.000000e+00	3.004884e-08
1.134016e+01	0.000000e+00	9.092722e-08
1.178171e+01	0.000000e+00	2.777272e-07
1.224046e+01	0.000000e+00	8.542691e-07
1.271706e+01	0.000000e+00	2.639278e-06
1.321223e+01	0.000000e+00	8.165964e-06
1.372667e+01	0.000000e+00	2.521868e-05
1.426114e+01	0.000000e+00	7.744939e-05
1.481643e+01	0.000000e+00	2.355560e-04
1.539333e+01	0.000000e+00	7.062286e-04
1.599270e+01	0.000000e+00	2.076546e-03
1.661541e+01	0.000000e+00	5.953994e-03
1.726236e+01	0.000000e+00	1.654264e-02
1.793451e+01	0.000000e+00	4.422816e-02
1.863282e+01	2.000000e+00	1.129127e-01
1.935833e+01	1.000000e+00	2.729249e-01
2.011208e+01	0.000000e+00	6.187752e-01
2.089518e+01	0.000000e+00	1.302375e+00
2.170878e+01	1.000000e+00	2.516133e+00
2.255405e+01	4.000000e+00	4.406805e+00
2.343223e+01	8.000000e+00	6.902100e+00
2.434461e+01	1.100000e+01	9.523806e+00
2.529252e+01	1.100000e+01	1.138933e+01
2.627733e+01	1.000000e+01	1.159469e+01
2.730049e+01	1.100000e+01	9.853227e+00
2.836348e+01	6.000000e+00	6.841495e+00
2.946787e+01	4.000000e+00	3.791510e+00
3.061526e+01	3.000000e+00	1.634806e+00


3.224202e-01	1.000000e+00	1.172163e-07
3.390810e-01	0.000000e+00	4.365996e-07
3.566028e-01	0.000000e+00	1.652126e-06
3.750299e-01	1.000000e+00	6.321510e-06
3.944093e-01	0.000000e+00	2.432260e-05
4.147901e-01	0.000000e+00	9.349713e-05
4.362240e-01	0.000000e+00	3.563825e-04
4.587655e-01	0.000000e+00	1.335309e-03
4.824719e-01	0.000000e+00	4.868958e-03
5.074032e-01	0.000000e+00	1.707943e-02
5.336229e-01	1.000000e+00	5.688057e-02
5.611974e-01	0.000000e+00	1.771603e-01
5.901968e-01	1.000000e+00	5.072607e-01
6.206948e-01	1.000000e+00	1.309464e+00
6.527687e-01	6.000000e+00	2.980948e+00
6.865000e-01	5.000000e+00	5.836421e+00
7.219743e-01	8.000000e+00	9.554090e+00
7.592817e-01	1.200000e+01	1.266553e+01
7.985170e-01	1.600000e+01	1.311686e+01
8.397797e-01	8.000000e+00	1.019130e+01
8.831746e-01	7.000000e+00	5.676197e+00
9.288120e-01	0.000000e+00	2.153359e+00
9.768076e-01	2.000000e+00	5.254127e-01
1.027283e+00	2.000000e+00	7.731972e-02
1.080367e+00	1.000000e+00	6.385770e-03
1.136194e+00	0.000000e+00	2.730667e-04
1.194906e+00	0.000000e+00	5.524732e-06
1.256652e+00	0.000000e+00	4.781762e-08
1.321589e+00	1.000000e+00	1.582077e-10


5.438636e-01	6.000000e+00	3.957529e+00
5.551998e-01	5.000000e+00	4.736722e+00
5.667722e-01	3.000000e+00	5.491713e+00
5.785858e-01	8.000000e+00	6.154247e+00
5.906456e-01	7.000000e+00	6.651095e+00
6.029569e-01	3.000000e+00	6.915564e+00
6.155247e-01	7.000000e+00	6.900679e+00
6.283545e-01	8.000000e+00	6.590914e+00
6.414518e-01	7.000000e+00	6.008872e+00
6.548220e-01	6.000000e+00	5.214096e+00
6.684709e-01	4.000000e+00	4.293264e+00
6.824043e-01	5.000000e+00	3.343788e+00
6.966281e-01	1.000000e+00	2.455192e+00
7.111484e-01	1.000000e+00	1.693600e+00
7.259714e-01	0.000000e+00	1.093515e+00
7.411033e-01	0.000000e+00	6.583568e-01
7.565506e-01	0.000000e+00	3.681072e-01
7.723199e-01	0.000000e+00	1.903420e-01
7.884179e-01	0.000000e+00	9.062047e-02
8.048515e-01	0.000000e+00	3.954049e-02
8.216276e-01	0.000000e+00	1.573548e-02
8.387533e-01	1.000000e+00	5.682498e-03
8.562360e-01	0.000000e+00	1.852317e-03
8.740831e-01	0.000000e+00	5.419956e-04
8.923023e-01	0.000000e+00	1.415321e-04
9.109011e-01	0.000000e+00	3.278308e-05
9.298877e-01	0.000000e+00	6.692895e-06
9.492700e-01	0.000000e+00	1.196335e-06
9.690563e-01	1.000000e+00	1.859248e-07


1.031476e-02	3.000000e+00	3.748709e+00
1.096409e-02	5.000000e+00	4.011506e+00
1.165431e-02	3.000000e+00	4.250351e+00
1.238797e-02	4.000000e+00	4.447978e+00
1.316781e-02	5.000000e+00	4.584356e+00
1.399675e-02	6.000000e+00	4.638029e+00
1.487788e-02	5.000000e+00	4.588458e+00
1.581447e-02	4.000000e+00	4.419390e+00
1.681002e-02	5.000000e+00	4.123009e+00
1.786824e-02	4.000000e+00	3.704133e+00
