8.620690e-02	4.000000e+00	1.724138e+00	2.770000e+02	1.810345e-02	1.000000e+01	
2.586207e-01	5.540000e+02	5.172414e+00	7.380000e+02	5.431034e-02	2.000000e+01	
4.310345e-01	8.370000e+02	8.620690e+00	2.392000e+03	9.051724e-02	3.000000e+01	
6.034483e-01	1.393000e+03	1.206897e+01	2.580000e+03	1.267241e-01	2.600000e+01	
7.758621e-01	8.930000e+02	1.551724e+01	2.599000e+03	1.629310e-01	3.400000e+01	
9.482759e-01	1.478000e+03	1.896552e+01	1.454000e+03	1.991379e-01	3.700000e+01	
1.120690e+00	2.161000e+03	2.241379e+01	1.010000e+03	2.353448e-01	2.800000e+01	
1.293103e+00	1.675000e+03	2.586207e+01	6.490000e+02	2.715517e-01	3.400000e+01	
1.465517e+00	8.330000e+02	2.931034e+01	2.610000e+02	3.077586e-01	4.700000e+01	
1.637931e+00	1.271000e+03	3.275862e+01	1.620000e+02	3.439655e-01	3.600000e+01	
1.810345e+00	6.360000e+02	3.620690e+01	1.500000e+02	3.801724e-01	5.000000e+01	
1.982759e+00	8.740000e+02	3.965517e+01	2.590000e+02	4.163793e-01	5.800000e+01	
2.155172e+00	5.180000e+02	4.310345e+01	1.930000e+02	4.525862e-01	5.700000e+01	
2.327586e+00	2.060000e+02	4.655172e+01	1.960000e+02	4.887931e-01	7.000000e+01	
2.500000e+00	1.240000e+02	5.000000e+01	1.880000e+02	5.250000e-01	1.070000e+02	
2.672414e+00	1.300000e+01	5.344828e+01	1.440000e+02	5.612069e-01	1.320000e+02	
2.844828e+00	2.000000e+00	5.689655e+01	9.700000e+01	5.974138e-01	1.880000e+02	
3.017241e+00	0.000000e+00	6.034483e+01	7.000000e+01	6.336207e-01	3.480000e+02	
3.189655e+00	0.000000e+00	6.379310e+01	2.600000e+01	6.698276e-01	5.060000e+02	
3.362069e+00	0.000000e+00	6.724138e+01	1.000000e+01	7.060345e-01	8.990000e+02	
3.534483e+00	0.000000e+00	7.068966e+01	7.000000e+00	7.422414e-01	1.460000e+03	
3.706897e+00	0.000000e+00	7.413793e+01	2.000000e+00	7.784483e-01	2.288000e+03	
3.879310e+00	0.000000e+00	7.758621e+01	1.000000e+00	8.146552e-01	2.633000e+03	
4.051724e+00	0.000000e+00	8.103448e+01	0.000000e+00	8.508621e-01	2.037000e+03	
4.224138e+00	0.000000e+00	8.448276e+01	0.000000e+00	8.870690e-01	1.060000e+03	
4.396552e+00	0.000000e+00	8.793103e+01	1.000000e+00	9.232759e-01	4.490000e+02	
4.568966e+00	0.000000e+00	9.137931e+01	0.000000e+00	9.594828e-01	1.890000e+02	
4.741379e+00	0.000000e+00	9.482759e+01	2.000000e+00	9.956897e-01	7.800000e+01	
4.913793e+00	0.000000e+00	9.827586e+01	2.000000e+00	1.031897e+00	3.900000e+01	


8.620690e-02	0.000000e+00	1.724138e+00	4.000000e+00	1.810345e-02	0.000000e+00	
